0,1,2,3,4,5,6,7,8,9,cluster
0.25227504689025915,0.3565740856885082,-0.09907990962135999,0.2924984946758634,0.38568829400199645,2,0,0,0,1,1
0.054568445286007766,0.2875504233008459,-0.31518853411563835,-0.16817203905177508,-0.16745736780299048,0,1,2,2,1,2
-0.13096885639467934,0.26612893218726835,-0.14644211924910894,-0.18274679506596733,-0.27778050612509986,0,1,1,2,1,2
-0.015590272542221999,0.1718203443264929,-0.28087465273813095,0.2409350297726328,-0.5804852021428608,2,1,2,1,0,0
0.03430912986551331,0.2520847220119121,-0.07908792113756002,0.2652313099208854,-0.3887206035630659,2,1,2,0,0,0
0.3475646217335555,0.30711059900902893,-0.07748873031467098,0.22438041151978705,0.04576242207046105,2,1,0,1,2,1
-0.09892713737700695,0.041712664084653656,-0.28783639225176955,-0.21653571117658058,-0.4058327430970785,0,1,1,2,1,2
-0.06287060131380336,0.17681615929814556,-0.4319491450679245,0.12484666211154369,-0.36653855423671905,0,1,1,2,1,2
0.043853263463570366,0.14663121743968047,-0.2955310979007374,0.1768754543705732,-0.454429057667248,1,2,1,1,0,0
-0.17061714825955715,0.22787718016323183,-0.35212126312102027,-0.02584152602123929,-0.18647845647973252,0,1,1,2,1,2
-0.23271185193328608,0.08095722347645269,-0.07989146500444369,0.5044811204012194,-0.3607727837327569,1,2,2,2,0,2
-0.08552237205511887,0.19955244702086247,-0.30199611722845,0.24645881851173318,-0.36930567436459844,2,1,2,1,0,0
-0.045441895423763354,0.10314523447766002,-0.3274530516735634,-0.23250068836015603,-0.0949170792154061,0,0,2,2,1,2
0.06343808280666352,0.102765164414689,-0.28703034619015416,0.34439187307692454,-0.48898744564388213,1,2,1,1,0,0
0.03151481076456597,0.38168019237990264,-0.042656715377343335,0.1766545020554955,0.3807191854030668,2,0,0,0,2,2
0.23959471246750091,0.35805203188013823,-0.10398499339426301,0.14156433952868155,0.33919061893235375,2,1,1,1,1,-1
0.22371487604164417,0.32332088282735105,0.0034688475723962664,0.28423308704960565,0.35003777903373334,2,1,0,0,2,1
0.22802842772014353,0.39310044513986997,-0.3762400086101878,-0.13783564705766957,0.33972761266346785,2,1,0,0,2,1
-0.10012516473327984,0.43737937773688873,0.07744126188001127,0.34604584096919666,-0.5214101311287391,1,2,2,1,0,0
-0.10636500674808119,0.25838080486743803,-0.45550523303165774,0.03760449020648213,-0.4153425720946636,0,0,1,1,2,2
-0.17750861658982936,0.24909477997825358,-0.5055675661669838,-0.18334662384098155,-0.39904353992286207,0,0,1,2,1,2
-0.08851000183022446,0.15590443612939753,-0.38061855083092033,-0.11687815257359568,-0.26231743343026176,0,1,1,2,1,2
-0.27491624411484117,0.21216040707950196,-0.35668267227946715,-0.15297527758025828,-0.17192373218440454,0,1,1,2,1,2
0.18836902344465345,0.4793938774685895,-0.2125384147068305,0.13968313383289133,0.3570512843003289,2,1,0,2,2,2
0.20106974836897856,0.3752511104205626,-0.17765685249587965,0.202547660915902,0.5281998726243666,2,1,0,1,2,1
-0.047357312386678674,0.298373843914087,-0.4293677615496887,-0.13275235408579356,-0.18931838395043205,0,1,2,2,1,2
0.11039601517226613,0.3318443126189868,-0.08672598342199553,0.24879156605039357,0.29364982930887773,2,1,0,1,1,1
-0.012204639965120341,0.10024761880976252,-0.08570734971774979,0.1652977575535902,-0.3707514032424426,2,2,1,0,0,0
0.17761699603736236,0.08053902785354979,-0.1441187536869578,0.2710465820155025,-0.3241539495816362,1,2,2,1,0,0
-0.05514346093089153,0.17402798719036994,-0.48327358139097343,-0.38770390534820653,-0.13649466679566105,0,0,1,2,1,2
-0.2035889195938641,0.20749618222662644,-0.3146586251712454,-0.24383491137761995,-0.24709280757652802,0,1,1,2,1,2
0.18577286366674975,0.3677084427141951,-0.05964221021555305,0.3374058436617222,0.35910194672466234,2,1,0,1,2,1
0.030344898688645622,0.24857192827447938,-0.06716681431271226,-0.21790585033215282,-0.32009915699632674,0,1,1,0,1,-1
-0.22824175695125415,0.3764942955770564,-0.41803732484087136,-0.17277744020886884,-0.165613861329018,0,1,1,2,1,2
-0.2843799842773835,0.23620675577625103,-0.35119007860323187,-0.14695148090387777,-0.4365869835816086,0,1,2,2,1,2
0.2320056346669236,0.4422036149443652,-0.221601528804651,0.1740542172355727,0.2563134282509697,2,0,0,1,2,2
0.31332357293099544,0.3162227329462387,-0.1653943240458924,0.25449553010495973,0.480211665154587,2,1,1,1,2,1
-0.08676388192420126,0.2387747275911228,-0.25192414911814415,0.3715451295814096,-0.38891252123746956,1,2,2,1,0,0
0.26729290605446676,0.4506824179665341,-0.1456892548028001,0.3296714766612526,0.09727552281533411,2,1,1,2,2,2
0.3538044420413784,0.44564877560943017,-0.20647461133014547,0.15863526207336193,0.2632785444224464,1,1,1,2,2,2
-0.04511061563229954,0.14321700072412577,-0.2549863419331526,0.2777256914688423,-0.2989844474094544,1,2,2,1,0,0
0.2616925359671658,0.5322135283350159,-0.32710288794837283,0.31662945818265154,0.13262199271459024,2,1,0,1,2,1
-0.10077590858468648,0.1528962687088503,-0.6785831899444028,0.035869564067186666,-0.24551420398893292,0,2,1,2,1,2
0.1537634708755536,0.3967177935000923,-0.23142423077268992,0.11056964842893671,0.5287753870170272,2,1,1,1,2,1
0.07252019338570802,0.19860021870671293,-0.34236223034727087,-0.13815171811964227,-0.3007915325713272,0,1,1,2,1,2
-0.07706735824653571,0.10664132476493494,-0.061995965725227586,0.3566714403235119,-0.436004223201201,2,2,2,0,0,0
0.1369229530435545,0.2066292331098518,-0.3359744234169057,0.40661604214244335,-0.17117215134589786,2,1,2,1,0,0
-0.1787615644475571,0.21648240334275595,-0.2947294517727782,0.38811915429808136,-0.5572023044597534,2,1,1,1,0,-1
-0.10921578489048986,0.12852125631445646,-0.3311767971983436,0.01837757284724348,-0.31789882684484005,0,1,1,2,1,2
0.28766507970363875,0.4699230442967925,-0.1208007236443007,0.22956963771196007,0.31610658445279,2,1,1,1,2,1
0.3386495100695055,0.4805746088786169,-0.07885865281820026,0.18562436296674112,0.3295219346989374,2,0,0,1,2,2
0.21178241691369842,0.42655657049320383,-0.35411170858815033,0.17480510234616897,0.41168488206192627,2,1,0,1,1,1
-0.04485735788297955,0.10085642758646557,-0.28903100901124557,0.28039696191580993,-0.2184350222329884,2,2,1,1,0,0
-0.16865711920180843,0.23275671698796255,-0.24882250326328156,-0.21572601454758586,-0.38190948962674404,0,1,2,1,1,2
0.4220155157573094,0.4220381385010747,-0.04509527074984082,0.29940182682628785,0.24301924989244755,2,0,0,1,2,2
-0.0796260545057946,0.37463675411663727,-0.5272173055611009,-0.29190423488477135,-0.24668720023165597,0,0,1,1,1,2
-0.1788224621942084,0.14172314879115938,-0.2736009428416155,-0.08397393367015897,-0.3207462147958133,0,1,2,2,1,2
-0.13782267807834425,0.09669249602276811,-0.21182239688615953,0.3334107043530112,-0.48862798845511407,2,1,2,1,0,0
0.35193892962407625,0.3529066825795223,-0.12659816991719364,0.0017348790536233227,0.22702171515558256,2,1,0,1,1,1
-0.1585849832776215,0.1629607222022297,-0.34876931470053896,-0.1845837352286128,-0.40453537050046323,0,1,1,1,1,-1
0.08478034570900467,0.05507633103626258,-0.018836420546633648,0.21944914096442086,-0.42382449200796507,1,1,2,0,0,0
-0.21888070636744883,0.09977176249788408,-0.4770385256673434,-0.07945600058371285,-0.3140754913177707,0,1,2,2,1,2
0.15228798191030335,0.31013077315974813,-0.06346541411752177,0.349189604530431,0.3479632514391599,2,1,0,1,2,1
0.17392955321021694,0.41541220037144144,-0.14583161343261708,-0.005751687464168459,0.4150155400021545,2,1,0,1,1,1
0.21220478912023036,0.295331955550144,-0.18571786518559247,0.0977369708537428,0.4820315535627565,2,0,0,1,1,1
-0.17633910529048066,0.2904526140063587,-0.30911561787046915,-0.10763388340423449,-0.19206181051649757,0,1,1,1,1,-1
-0.18632653943231847,0.15370996783196725,-0.17522793445962423,0.2668453424451163,-0.34062412592474345,1,1,2,1,0,0
0.06712034007802092,0.3925737558617853,-0.1509960845578055,-0.008534955891866591,0.1277136593122406,2,0,1,0,2,2
0.19513725360421866,0.38225186083224627,-0.1202069198130435,0.23223249210121027,0.3119232094270897,2,1,0,1,2,1
-0.13964502907423543,0.1120440291684931,-0.2125863440236887,0.4496958909200925,-0.4491550978211678,1,1,1,0,0,0
-0.031050419979694772,0.31818376326499204,-0.2732699402297754,0.31044426914850315,-0.42280119036212527,1,2,2,2,0,2
0.011725525964674424,0.11303608261701925,-0.5106183002270478,-0.16462431978910674,-0.1660034072754994,0,2,1,2,0,2
0.046064028633005,0.20650694704679834,-0.2603967502927219,-0.22401774160972318,0.02093830579426431,0,1,1,1,1,-1
0.27140182745789554,0.31900112391021324,-0.1581205696211509,-0.03665743552305617,0.36063731798603643,2,0,1,0,2,2
-0.13540408324540476,0.2902366350229194,-0.6507671523703266,-0.07642081579599248,-0.25453713005061124,0,1,1,2,1,2
0.032124036124835526,0.12001210083054156,-0.26129887076912706,-0.09763822717046033,-0.37141207279422717,0,1,1,2,1,2
0.028477886197637955,0.1885186572370528,-0.1486960498620789,0.3953398597160738,-0.39910621016428505,2,2,2,1,1,0
-0.03347955233485366,0.1353960391875407,-0.16943909220016973,0.22318150320522528,-0.2168913430677841,1,1,2,1,0,0
-0.038459206637473625,0.17388952923083997,-0.23878695318482895,0.19750063257819306,-0.41246886142746153,1,1,2,1,0,0
0.2096329082517922,0.1941317007810366,-0.2329890655774982,0.18732766891592595,0.4715548638209872,2,0,0,0,1,1
-0.05619861488008145,0.20798020818571694,-0.41368081634297416,0.3931227734908757,-0.4140743606225338,2,1,1,1,1,-1
-0.03682805119882314,0.27073162839172615,-0.3451825278041991,0.22837681656307546,-0.3694499821853512,2,1,2,1,0,0
0.11743537426458239,0.18174244975256523,-0.12376599650831732,0.33442583629508055,-0.30195326180326865,1,1,2,1,0,0
-0.21068856811214748,0.12553365672775213,-0.3832709829849657,-0.07026642518279883,-0.2505839107187782,0,1,1,2,1,2
0.10256119073031204,0.19971267941871662,-0.649095961355715,-0.11944738198695543,-0.41321286200547813,0,1,1,1,1,-1
-0.19035352630987543,0.16896990871922926,-0.294853282378919,0.3225834341292553,-0.40731456016394463,1,2,2,1,0,0
-0.026966263083790173,-0.0064117422401221424,-0.28256717332975234,-0.16185018730346953,-0.19356482554634802,0,1,1,2,1,2
-0.08493416475992341,0.16580565576948275,-0.3123860742291619,-0.0828421533079205,-0.22920087300766784,0,1,1,2,1,2
0.24638225140220302,0.30293401814743615,-0.274145153982454,0.03672028533471558,0.41010726975056155,2,0,0,1,2,2
0.2263262012101206,0.639229514766871,-0.21464879633194453,0.18157044067276182,0.23986258375676947,2,0,0,1,2,2
0.31412588125079766,0.3632162833827411,-0.2074522966798394,0.16393071006746746,0.17895160077997072,2,0,1,1,2,2
